textbox3,textbox5,textbox9,textbox7,textbox14,textbox19,textbox12,textbox32,textbox64,textbox48,textbox10,textbox55
"Thursday, October 16, 2025",All,All,All,All,All,All,All,All,All,True,All

textbox109,AnimalNumber_1,AnimalName,AnimalType,Species,textbox29,Gender,PrimaryColour,Declawed,OperationType,Stage,Location,ARN,PrimaryBreed,AdoptionPrice,textbox54,SecondaryColour,OperationDateCreated,ChipNumber,SubLocation,textbox60,textbox67,AnimalMemoType,AnimalMemoSubType,DateCreated_1,textbox50,AnimalMemo_1,textbox121,textbox124,textbox127,textbox130,textbox23,textbox42
If The Fur Fits,A0058767718,Magnolia,Cat,Cat,9y 5m 15d,F,Grey,N,Owner Surrender/Evaluation/Poss Adopt - OTC!,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Shorthair/,$50.00,115,White,6/23/2025 3:36 PM,981020023804046,Medical,42354027,Cary Munschauer,Behavior                      ,Adoption Info                 ,7/1/2025 1:35 PM,,OK FOR ADOPTION- BEHAVIOR 7/1/25 SHY INITIALLY BUT SWEET RECOMMEND OLDER CHILD/ADULT HOME CAME WITH CECELIA 58767736 BUT WAS TIMID WITH OTHER PETS IN HOME. MAY BE BEST AS ONLY PET OR WITH CECELIA INDOOR CAT WILL NEED TIME TO ADJUST TO NEW HOME,If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058767718,Magnolia,Cat,Cat,9y 5m 15d,F,Grey,N,Owner Surrender/Evaluation/Poss Adopt - OTC!,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Shorthair/,$50.00,115,White,6/23/2025 3:36 PM,981020023804046,Medical,42299628,JACKIEA,Daily Monitor                 ,Poop Chart!                   ,6/24/2025 11:21 AM,,"6/24 - NE, NO, Y 6/25 - AS, N ,Y 6/26 - AS, N, Y 06/27- A, NO, Y 6/28 - A, N, Y - vomit in kennel 6/29 - A, N, Y 6/30 - A, N, Y 7/1 - A, N, Y 7/2 -A ,N ,Y 07/03- A, N, Y 7/4 - AM, N, Y 7/5 - A, N, Y 7/6 - A, N, Y 7/7- A, NO, Y 7/8- A, N, Y 7/9- AM, N, Y",If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058767718,Magnolia,Cat,Cat,9y 5m 15d,F,Grey,N,Owner Surrender/Evaluation/Poss Adopt - OTC!,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Shorthair/,$50.00,115,White,6/23/2025 3:36 PM,981020023804046,Medical,42411856,SALLYB,Alert Memo!!!                 ,Alert Memo!!!                 ,7/9/2025 4:32 PM,,"CAT IS NOT SCHEDULED FOR DENTAL UNTIL OCTOBER. SENT 2ND DOSE OF STRONGID (GIVE7/14) AND 3 DOSES OF REVOLUTION (GIVE 7/24, 8/24,/ 9/24) - WITH NEW OWNER. CAT WILL BE DUE FOR A SECOND FVRCP - WE CAN GIVE IT IN OCTOBER WITH THE DENTAL SINCE IT IS AN OLD CAT WHO PROBABY HAD PIRIOR VACCINES.",If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058796476,Firecracker,Cat,Cat,7m 19d,M,Black,N,Stray/OTC,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Shorthair/,$0.00,111,,6/27/2025 3:25 PM,941010004367734,Medical,42328853,AmberB,Note                          ,,6/27/2025 3:33 PM,,"6/27/25 Stray cat that has been hanging around outside for a few months, recently came to finder injured after being missing for a few weeks. No matching lost reports or microchip. Stray hold ends 7/1/25. AB",If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058796476,Firecracker,Cat,Cat,7m 19d,M,Black,N,Stray/OTC,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Shorthair/,$0.00,111,,6/27/2025 3:25 PM,941010004367734,Medical,42328855,AmberB,Alert Memo!!!                 ,Alert Memo!!!                 ,6/27/2025 3:34 PM,,"6/27/25 Finder paid $20 stray deposit fee, is interested in fostering/adopting. Kennedy Sparks (716) 597-4798",If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058796476,Firecracker,Cat,Cat,7m 19d,M,Black,N,Stray/OTC,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Shorthair/,$0.00,111,,6/27/2025 3:25 PM,941010004367734,Medical,42338687,MILESW,Daily Monitor                 ,Poop Chart!                   ,6/29/2025 9:54 AM,,"6/28 - AS, -, - 6/29 - A, S/D, Y 7/1 - A, D, Y 7/2- A/N/Y 7/3/25- A, D/S, Y",If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058796476,Firecracker,Cat,Cat,7m 19d,M,Black,N,Stray/OTC,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Shorthair/,$0.00,111,,6/27/2025 3:25 PM,941010004367734,Medical,42957596,KRISSIM,Alert Memo!!!                 ,Alert Memo!!!                 ,9/18/2025 12:24 PM,,LM for Kennedy to call foster back to reschedule. If we do not hear from her by Monday 9/22 we will call her and tell her that we are outcoming the adoption. If she wants the documents for Firecracker she will need to come in and pay the fee and sign the adoption contact.,If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058796476,Firecracker,Cat,Cat,7m 19d,M,Black,N,Stray/OTC,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Shorthair/,$0.00,111,,6/27/2025 3:25 PM,941010004367734,Medical,43289366,JULIET,foster                        ,,10/15/2025 10:03 AM,,"F2A parent Kennedy Sparks was a NO CALL/NO SHOW for her vet recheck appointment on Monday (10/13) at 3:00 pm. Called and spoke to her directly. She explained that she was stuck at work and didn't think that it was necessary to call and cancel. I explained that it was necessary to get the kitten in ASAP for the suture removal. She stated that she has to work most days and that coming in was basically impossible. She offered me a tentative date which was 2-3 weeks from now. I explained that we can not wait that long to do the recheck and remove the sutures and that she needed to come in this week for the exam. I offered her any day and any time with multiple options for the recheck which she all declined. She gets out of work on Thursday at 3:00 pm so I offered her a 4:00 pm slot with foster care hoping that the vet staff would be able to examine the kitten (vet appointments are not normally done on Thursdays). She accepted that day/time and said that I ""left her with no choice."" Julie T.",If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058831432,Lilly,Dog,Dog,10y 3m 14d,F,Black,N,Seized/Signed Over,In If the Fur Fits - Medical,If The Fur Fits,,"Chihuahua, Long Coat/Mix",$200.00,106,Brown,7/2/2025 1:42 PM,941010004199113,Medical,42365741,VALERIEM,Alert Memo!!!                 ,Alert Memo!!!                 ,7/2/2025 4:44 PM,,Bonded to Mandy - 58831489,If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058831432,Lilly,Dog,Dog,10y 3m 14d,F,Black,N,Seized/Signed Over,In If the Fur Fits - Medical,If The Fur Fits,,"Chihuahua, Long Coat/Mix",$200.00,106,Brown,7/2/2025 1:42 PM,941010004199113,Medical,42377105,PAIGEP,On Meds!!                     ,On Meds!                      ,7/4/2025 11:41 AM,,IF THE FUR FITS MEDICAL PLEASE SCHEDULE DENTAL BEFORE LEAVING SHELTER WHEN ADOPTED. PP,If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058831432,Lilly,Dog,Dog,10y 3m 14d,F,Black,N,Seized/Signed Over,In If the Fur Fits - Medical,If The Fur Fits,,"Chihuahua, Long Coat/Mix",$200.00,106,Brown,7/2/2025 1:42 PM,941010004199113,Medical,42381790,MADELINEN,Behavior                      ,Flow Chart                    ,7/5/2025 2:37 PM,,"7/5/25 Maddyn prosocial and sweet, hot dog motivated, non reactive to dogs, confident and curious in new environments, walks well on leash",If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058831432,Lilly,Dog,Dog,10y 3m 14d,F,Black,N,Seized/Signed Over,In If the Fur Fits - Medical,If The Fur Fits,,"Chihuahua, Long Coat/Mix",$200.00,106,Brown,7/2/2025 1:42 PM,941010004199113,Medical,42420920,TARAM,Petango/Adoption Description  ,,7/10/2025 5:23 PM,,"Hi! We're Lilly and Mandy - a pair of pretty, petite ladies looking for a new home together! Don't let our age fool you - we're full of life, love, and a healthy appreciation for snack time. We're social butterflies who love meeting new people and exploring new places. Whether it's a walk around the block or sniffing out some fun, we're confident, curious, and always ready for a little adventure. We also adore cuddling up at the end of the day - sweet, gentle, and loyal, we're the perfect pair to bring warmth and joy to your home. Our favorite things? Treats (obviously), short strolls, cozy spots in the sun, and each other. We've been together our whole lives, and we'd love to spend our golden years with someone who appreciates our charm and companionship. If you're looking for double the love, double the cuteness, and double the fun, we're your girls. Come meet us - we can't wait to show off our tiny struts and big personalities!",If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058831432,Lilly,Dog,Dog,10y 3m 14d,F,Black,N,Seized/Signed Over,In If the Fur Fits - Medical,If The Fur Fits,,"Chihuahua, Long Coat/Mix",$200.00,106,Brown,7/2/2025 1:42 PM,941010004199113,Medical,42414588,MADELINEN,Behavior                      ,Adoption Info                 ,7/10/2025 8:50 AM,,OKAY FOR ADOPTION-BEH BONDED TO MANDY 58831489 OKAY ENTOURAGE DOG MEET REQ UNKNOWN CATS OLDER KIDS RECC HARNESS REQ,If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058831432,Lilly,Dog,Dog,10y 3m 14d,F,Black,N,Seized/Signed Over,In If the Fur Fits - Medical,If The Fur Fits,,"Chihuahua, Long Coat/Mix",$200.00,106,Brown,7/2/2025 1:42 PM,941010004199113,Medical,42368835,JACKIEA,Daily Monitor                 ,Poop Chart!                   ,7/3/2025 9:34 AM,,"7/3 - A, N, Y 7/4 - A,N,Y 7/5 - A, N, Y 7/6 - AS, N, Y 7/7 - AS, NO ,NO - HOUSEBROKEN - N, Y 7/8 - AS/No/N 7/9 - A, N, Y - HOUSEBROKEN - N, Y - COUGHING 7/10 - A,NO,Y 7/11 - AA,N,Y 7/12/25- A, N, Y 7/13/25- AVL, NO, Y 7/14- AS, NO, Y",If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058838875,Colt,Dog,Dog,10y 3m 8d,M,Yellow,N,Transfer In/ACO or DCO in County,In If the Fur Fits - Medical,If The Fur Fits,,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$100.00,101,,7/7/2025 11:42 AM,941010004224766,Medical,42390841,SHANNONV,Alert Memo!!!                 ,Alert Memo!!!                 ,7/7/2025 11:23 AM,,7/7/2025: DL-18 ATTACHED. SMV,If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058838875,Colt,Dog,Dog,10y 3m 8d,M,Yellow,N,Transfer In/ACO or DCO in County,In If the Fur Fits - Medical,If The Fur Fits,,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$100.00,101,,7/7/2025 11:42 AM,941010004224766,Medical,42370749,SHANNONV,Archive/No Longer Applies     ,No Longer Applies             ,7/3/2025 12:40 PM,,7/3/2025: Dog was accidentally booked in live instead of scheduled. Will put on sch for 7/7/2025 at 11am. SMV,If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058838875,Colt,Dog,Dog,10y 3m 8d,M,Yellow,N,Transfer In/ACO or DCO in County,In If the Fur Fits - Medical,If The Fur Fits,,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$100.00,101,,7/7/2025 11:42 AM,941010004224766,Medical,42447016,PAIGEP,On Meds!!                     ,On Meds!                      ,7/14/2025 5:31 PM,,ON MEDS LONGTERM. PP,If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058838875,Colt,Dog,Dog,10y 3m 8d,M,Yellow,N,Transfer In/ACO or DCO in County,In If the Fur Fits - Medical,If The Fur Fits,,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$100.00,101,,7/7/2025 11:42 AM,941010004224766,Medical,42466465,VALERIEM,Alert Memo!!!                 ,Alert Memo!!!                 ,7/17/2025 9:45 AM,,"ITFF - medical, needs dental scheduled before leaving the building",If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058838875,Colt,Dog,Dog,10y 3m 8d,M,Yellow,N,Transfer In/ACO or DCO in County,In If the Fur Fits - Medical,If The Fur Fits,,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$100.00,101,,7/7/2025 11:42 AM,941010004224766,Medical,42467133,MADELINEN,Behavior                      ,Adoption Info                 ,7/17/2025 11:06 AM,,OKAY FOR ADOPTION-BEH-WILL MAKE AVAIL 7/18 NO ENTOURAGE SWEET AND GENTLE DOG MEET REQ UNKNOWN CATS KIDS-POTENTIAL TO DO WELL ANY AGE COLLAR/HARNESS COMBO RECC,If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058838875,Colt,Dog,Dog,10y 3m 8d,M,Yellow,N,Transfer In/ACO or DCO in County,In If the Fur Fits - Medical,If The Fur Fits,,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$100.00,101,,7/7/2025 11:42 AM,941010004224766,Medical,42466337,MADELINEN,Behavior                      ,Flow Chart                    ,7/17/2025 9:23 AM,,"7/17/25 Maddyn calm in kennel, exited when approached, easily leashed, some pulling on leash -would benefit from harness - not food motivated unless hotdogs, slight interest in toys, balls sp. prosocial and soliciting attention, takes a few minutes to settle then will lay observing new environment/what is going on 7/18/25 ND Introduced colt to kw's foster puppy. Colt was initially doing very well. puppy was licking colt's muzzle/eye when we brought them into kw's office. colt corrected her with a loud bark and snap. puppy squealed and ran. colt did not make contact/cause harm. we think it was just too much in a small space 7/19/25 MaddieS Calm in kennel, easily approached, harnessed and leashed. went outside where he peed in the weeds and minimal pulling on leash. brought to office for decompression time where he drank water, explored environment. was interested in treats today, especially peanut butter. no problems going back into kennel.",If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058838875,Colt,Dog,Dog,10y 3m 8d,M,Yellow,N,Transfer In/ACO or DCO in County,In If the Fur Fits - Medical,If The Fur Fits,,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$100.00,101,,7/7/2025 11:42 AM,941010004224766,Medical,42478199,TARAM,Petango/Adoption Description  ,,7/18/2025 2:35 PM,,"Hi, I’m Colt — a gentle old soul with a big heart and an easygoing spirit. At this age, I’ve got the whole “calm and cool” thing down. I’m the kind of dog who likes to find a cozy spot, lay down, and quietly take in everything happening around me. I’m a great listener, an even better companion, and I’ll always be nearby, just enjoying your company. I’m sweet and social — I like meeting new people and other friendly pets too. I’m not the wild toy-chasing type, but I do have a soft spot for a good squeaky toy every now and then. If you’re looking for a mellow best friend who will always have your back and fill your home with love and quiet joy, I might be your guy. Let’s take life slow and sweet — together. Click PLAY to watch my video !",If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058838875,Colt,Dog,Dog,10y 3m 8d,M,Yellow,N,Transfer In/ACO or DCO in County,In If the Fur Fits - Medical,If The Fur Fits,,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$100.00,101,,7/7/2025 11:42 AM,941010004224766,Medical,42400410,JENT,Daily Monitor                 ,Poop Chart!                   ,7/8/2025 1:22 PM,,"7/8 - A/No/Y 7/9 - AS, NO, Y 7/10 - AS,N,NO 7/11 - AS,NO,NO HOUSEBROKEN- N, Y 7/12/25- AS, NO, N HOUSEBROKEN- N, Y 7/13/25- A, NO, NO HOUSEBROKEN- N, Y 7/14- A, NO, NO 7/15 - SX - HOUSEBROKEN - N, Y 7/16- A, NO, Y - HOUSEBROKEN - NO, Y 7/17 - A, NO, N 7/18- AS, NO, NO 7/19 - AS, NO, NO 7/20- A, NO, NO",If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058838875,Colt,Dog,Dog,10y 3m 8d,M,Yellow,N,Transfer In/ACO or DCO in County,In If the Fur Fits - Medical,If The Fur Fits,,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$100.00,101,,7/7/2025 11:42 AM,941010004224766,Medical,42688527,PAIGEP,Note                          ,,8/16/2025 9:58 AM,,FP called reporting that Colt is constantly chewing/licking his paws and scratching the hair off his neck. Scheduled vet appointment for 8/22 @ 130pm. PP,If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058862316,Rodrigo,Cat,Cat,5y 3m 8d,M,Grey,N,Stray/OTC,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Longhair/,$50.00,100,,7/8/2025 9:02 AM,941010004194164,Medical,42397649,TAMMIC,Note                          ,,7/8/2025 9:25 AM,,"7/8/2025- Cat A58862316 came in as an injured stray, found on 7th Street in Buffalo, 14201. No collar, no chip, will check for any matching lost reports on file. Cat A58862316 has been coming around for 3 weeks and no neighbors know where she came from. TMC",If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058862316,Rodrigo,Cat,Cat,5y 3m 8d,M,Grey,N,Stray/OTC,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Longhair/,$50.00,100,,7/8/2025 9:02 AM,941010004194164,Medical,42397737,TAMMIC,Note                          ,,7/8/2025 9:37 AM,,7/8/2025- No lost reports on file matching description of stray cat A58862316. TMC,If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058862316,Rodrigo,Cat,Cat,5y 3m 8d,M,Grey,N,Stray/OTC,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Longhair/,$50.00,100,,7/8/2025 9:02 AM,941010004194164,Medical,42441972,VALERIEM,Alert Memo!!!                 ,Alert Memo!!!                 ,7/14/2025 9:56 AM,,ITFF - medical. Please schedule before leaving the building.,If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058862316,Rodrigo,Cat,Cat,5y 3m 8d,M,Grey,N,Stray/OTC,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Longhair/,$50.00,100,,7/8/2025 9:02 AM,941010004194164,Medical,42450733,Cary Munschauer,Behavior                      ,Adoption Info                 ,7/15/2025 11:49 AM,,"OKAY FOR ADOPTION - BEHAVIOR 7/15/25 BEHAVIOR CONSULT REQUIRED BEFORE MEETING - HANDLING VOCAL BUT SWEET CAT, WARY/HANDSHY WITH CARRIERS BUT NON-REACTIVE, WILL NEED TIME TO ADJUST TO NEW HOME OLDER CHILD/ADULT HOME RECOMMENDED UNKNOWN WITH OTHER ANIMALS INDOOR CAT QUIET HOME RECOMMENDED WILL NEED TIME AND PATIENCE TO ADJUST TO CHANGE IN NEW HOME",If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058862316,Rodrigo,Cat,Cat,5y 3m 8d,M,Grey,N,Stray/OTC,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Longhair/,$50.00,100,,7/8/2025 9:02 AM,941010004194164,Medical,42450663,Cary Munschauer,Behavior                      ,Flow Chart                    ,7/15/2025 11:44 AM,,"Vocal but sweet cat, wary/handshy with carriers but non-reactive, will need time and patience to adjust to change in new home - GE 7/15/25",If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058862316,Rodrigo,Cat,Cat,5y 3m 8d,M,Grey,N,Stray/OTC,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Longhair/,$50.00,100,,7/8/2025 9:02 AM,941010004194164,Medical,42568371,TARAM,Petango/Adoption Description  ,,7/31/2025 9:11 AM,,"Hello! I’m Rodrigo! I am the sweet, loving boy with an adorable face and a cute personality to match! I am very vocal and love sharing the days news in excitable mews! I also love getting lots of treats, and I am always happy to get a snack! While I love lots of pets and attention, I can sometimes get a little overstimulated by too much handling, and carriers can make me nervous. Someone with a patient and loving heart who understands my needs is who I am looking for! If that sounds like you, then don’t wait! Come on by and let’s see if we’re a match!",If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058862316,Rodrigo,Cat,Cat,5y 3m 8d,M,Grey,N,Stray/OTC,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Longhair/,$50.00,100,,7/8/2025 9:02 AM,941010004194164,Medical,42406327,SALLYB,Daily Monitor                 ,Poop Chart!                   ,7/9/2025 9:05 AM,,"7/9/2025 - AVL ,N ,Y 7/10 - A, N, Y 7/10 - A,N,Y 7/12 - A, N, Y 7/13 - A, N, Y 7/14- A, N, Y 7/15 - A, N, Y 7/16- AS, N, Y 7/17 - A, N, Y 7/18- AS, NO, Y 7/19 - AVL, NO, Y 7/20 - A, N, Y 7/21/25- A, N, Y 7/22 - A/N/Y 7/24 - A, N, NO 7/25 - A, No, Y 7/26 - AS, No, No 7/27 A, N, Y 7/28 - A, No, Y 7/29- A, N, Y 7/31- A, N, Y 8/1- A, N, Y 8/2 - A, NO, Y 8/3 - AVL, N, Y 8/4 - A, N, Y 8/5 - A ,NO ,Y 8/6 -AM ,N ,Y 8/7 - AM, N, Y",If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058862316,Rodrigo,Cat,Cat,5y 3m 8d,M,Grey,N,Stray/OTC,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Longhair/,$50.00,100,,7/8/2025 9:02 AM,941010004194164,Medical,42626817,MICHELLEP,Note                          ,,8/7/2025 6:01 PM,,Gave FP Rosemarie Decker Revolution for 9/7 & 10/7,If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058862316,Rodrigo,Cat,Cat,5y 3m 8d,M,Grey,N,Stray/OTC,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Longhair/,$50.00,100,,7/8/2025 9:02 AM,941010004194164,Medical,42626951,MICHELLEP,Note                          ,,8/7/2025 6:16 PM,,Gave FP Rosemarie Decker written material on proper dog/cat introduction after hearing her ask 'so do I just let the cat out of the carrier when I get home?' (She has a dog at home),If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058901767,Fritz,Cat,Cat,4m 14d,M,Black,N,Stray/No Hold,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Shorthair/Mix,$0.00,94,,7/14/2025 8:53 AM,941010004199355,Medical,42577528,PAIGEP,Daily Monitor                 ,Poop Chart!                   ,8/1/2025 10:39 AM,,"8/1 - A,D,Y 8/2 - A, N, Y 8/3 - A, N, Y 8/6- A, N, Y 8/7 - A, S/D, Y 8/8 - A, D, Y 8/9/ - A,D,Y 8/10 - A, N/D, Y",If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058901767,Fritz,Cat,Cat,4m 14d,M,Black,N,Stray/No Hold,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Shorthair/Mix,$0.00,94,,7/14/2025 8:53 AM,941010004199355,Medical,42638378,PAIGEP,On Meds!!                     ,On Meds!                      ,8/9/2025 12:54 PM,,ON MEDS THRU 8/22 - IF THE FUR FITS . PP,If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058901767,Fritz,Cat,Cat,4m 14d,M,Black,N,Stray/No Hold,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Shorthair/Mix,$0.00,94,,7/14/2025 8:53 AM,941010004199355,Medical,42991984,PAIGEP,Note                          ,,9/23/2025 3:31 PM,,"FP left message giving us an update on her kittens diarrhea, she said they are still having soft bloody stool since being on the psyllium husk powder, but she has seen some improvement. I called her to let her know I spoke with our vet and we are going to send a dewormer home for all of the kittens and we are going to decrease the psyllium from 1-2 tsp to 1/4-1/2 tsp as the were dose incorrectly and this may be the reasons for the continued soft stool. I told her that we are going to do another phone recheck with her in 10 days to assess if the soft bloody stool has resolved. If they are still having issues they we will have her bring in a fecal sample so we can send out a Idexx GI panel and we will send a fecal cup with her when she picks up the dewormer. Schedule phone recheck for Friday 10/3. PP",If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058901767,Fritz,Cat,Cat,4m 14d,M,Black,N,Stray/No Hold,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Shorthair/Mix,$0.00,94,,7/14/2025 8:53 AM,941010004199355,Medical,43240949,KRISSIM,Follow Up Report              ,,10/8/2025 1:01 PM,,LM for FP to call back about getting the fecal sample on the kittens.,If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058901767,Fritz,Cat,Cat,4m 14d,M,Black,N,Stray/No Hold,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Shorthair/Mix,$0.00,94,,7/14/2025 8:53 AM,941010004199355,Medical,43274097,KRISSIM,Follow Up Report              ,,10/13/2025 11:28 AM,,LM for Emily on 10/8 and 10/13 pertaining to the Stoll sample she was supposed to drop of at the end of Sept. Emily called back and stated she couldn't find the fecal cup we sent home with her so I told her to just bring the sample in a ziplock baggie.,If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058901783,Edgar Allen Poe,Cat,Cat,4m 14d,M,Black,N,Stray/No Hold,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Shorthair/Mix,$0.00,94,,7/14/2025 8:53 AM,941010004240751,Medical,42577525,PAIGEP,Daily Monitor                 ,Poop Chart!                   ,8/1/2025 10:38 AM,,"8/1 - A,D,Y 8/2 - A, N, Y 8/3 - A, N, Y 8/6- A, N, Y 8/7 - A, S/D, Y 8/8 - A, D, Y 8/9/ - AS,D,Y 8/10 - A, N/D, Y",If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058901783,Edgar Allen Poe,Cat,Cat,4m 14d,M,Black,N,Stray/No Hold,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Shorthair/Mix,$0.00,94,,7/14/2025 8:53 AM,941010004240751,Medical,42638373,PAIGEP,On Meds!!                     ,On Meds!                      ,8/9/2025 12:54 PM,,ON MEDS THRU 8/22 - IF THE FUR FITS MEDICAL. PP,If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058901783,Edgar Allen Poe,Cat,Cat,4m 14d,M,Black,N,Stray/No Hold,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Shorthair/Mix,$0.00,94,,7/14/2025 8:53 AM,941010004240751,Medical,42982997,LANAP,Medical                       ,,9/22/2025 1:53 PM,,9/22/25 Scheduled phone recheck with FP Emily Vanzwietering on how 4 foster kittens are doing. LMOM asking her to call back and leave a message at ext 266 Infirmary with an update. Also asked her to let us know if she was giving 1-2 tsps Psyllium Powder BID to each kitten or to the kittens as a group. 1-2 tsps seems like a very large dose for a 4 mo old kitten and the medical record does not specify clearly. (LPB),If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058901783,Edgar Allen Poe,Cat,Cat,4m 14d,M,Black,N,Stray/No Hold,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Shorthair/Mix,$0.00,94,,7/14/2025 8:53 AM,941010004240751,Medical,42991994,PAIGEP,Note                          ,,9/23/2025 3:32 PM,,"FP left message giving us an update on her kittens diarrhea, she said they are still having soft bloody stool since being on the psyllium husk powder, but she has seen some improvement. I called her to let her know I spoke with our vet and we are going to send a dewormer home for all of the kittens and we are going to decrease the psyllium from 1-2 tsp to 1/4-1/2 tsp as the were dose incorrectly and this may be the reasons for the continued soft stool. I told her that we are going to do another phone recheck with her in 10 days to assess if the soft bloody stool has resolved. If they are still having issues they we will have her bring in a fecal sample so we can send out a Idexx GI panel and we will send a fecal cup with her when she picks up the dewormer. Schedule phone recheck for Friday 10/3. PP",If The Fur Fits,259,If The Fur Fits,37,1227,357
If The Fur Fits,A0058901783,Edgar Allen Poe,Cat,Cat,4m 14d,M,Black,N,Stray/No Hold,In If the Fur Fits - Medical,If The Fur Fits,,Domestic Shorthair/Mix,$0.00,94,,7/14/2025 8:53 AM,941010004240751,Medical,43241000,KRISSIM,Follow Up Report              ,,10/8/2025 1:04 PM,,LM for FP to call us back about getting the stool sample.,If The Fur Fits,259,If The Fur Fits,37,1227,357
